Script directory: /home/tihan6g/O-RAN-Testbed-Automation/OpenAirInterface_Testbed/Next_Generation_Node_B/configs/gnb.conf
[UTIL]   running in SA mode (no --phy-test, --do-ra, --nsa option present)
[0m[NR_MAC]   Frame.Slot 896.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 388/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 187744/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8577 RX       75615604 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 0.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 389/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 188384/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8598 RX       75874932 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 128.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 391/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 189024/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8640 RX       76134260 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 256.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 392/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 189664/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8661 RX       76393588 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 384.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 393/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 190304/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8682 RX       76652916 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 512.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 394/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 190944/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8703 RX       76912244 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 640.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 396/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 191584/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8745 RX       77171572 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 768.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 397/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 192224/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8766 RX       77430900 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 896.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 398/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 192864/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8787 RX       77690228 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 0.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 399/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 193504/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8808 RX       77949556 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 128.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 401/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 194144/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8850 RX       78208884 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 256.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 402/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 194784/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8871 RX       78468212 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 384.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 403/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 195424/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8892 RX       78727540 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 512.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 405/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 196064/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8934 RX       78986868 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 640.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 406/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 196704/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8955 RX       79246196 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 768.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 407/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 197344/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8976 RX       79505524 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 896.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 408/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 197984/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           8997 RX       79764852 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 0.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 410/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 198624/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9039 RX       80024180 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 128.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 411/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 199264/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9060 RX       80283508 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 256.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 412/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 199904/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9081 RX       80542836 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 384.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 414/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 200544/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9123 RX       80802164 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 512.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 415/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 201184/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9144 RX       81061492 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 640.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 416/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 201824/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9165 RX       81320820 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 768.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 417/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 202464/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9186 RX       81580148 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 896.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 419/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 203104/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9228 RX       81839476 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 0.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 420/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 203744/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9249 RX       82098804 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 128.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 421/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 204384/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9270 RX       82358132 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 256.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 423/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 205024/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9312 RX       82617460 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 384.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 424/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 205664/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9333 RX       82876788 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 512.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 425/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 206304/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9354 RX       83136116 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 640.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 426/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 206944/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9375 RX       83395444 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 768.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 428/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 207584/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9417 RX       83654772 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 896.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 429/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 208224/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9438 RX       83914100 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 0.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 430/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 208864/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           9459 RX       84173428 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 128.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
